id,nome,nivel,sexo,tipos,movimentos,habilidade,natureza,cur_hp,stats,imagem,legendario,mitico,geracao,danos
47,parasect,1,male,"['bug', 'grass']","['synthesis', 'fury-cutter']",effect-spore,docile,60,"[60, 95, 80, 80, 60, 30]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/47.png,False,False,generation-i,"{'recebe_dano_duplo': ['rock', 'poison', 'ice', 'fire', 'bug', 'flying'], 'recebe_dano_metade': ['water', 'grass', 'fighting', 'ground', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'dark', 'psychic', 'grass', 'rock', 'ground'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'grass', 'poison', 'dragon', 'fighting', 'fire', 'bug', 'flying'], 'causa_dano_zero': []}"
48,venonat,1,male,"['bug', 'poison']","['sludge', 'fury-cutter']",compound-eyes,docile,60,"[60, 55, 50, 55, 40, 45]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/48.png,False,False,generation-i,"{'recebe_dano_duplo': ['psychic', 'rock', 'fire', 'ground', 'flying'], 'recebe_dano_metade': ['fairy', 'grass', 'poison', 'fighting', 'ground', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fairy', 'grass', 'dark', 'psychic'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'rock', 'fighting', 'fire', 'ground', 'flying'], 'causa_dano_zero': ['steel']}"
49,venomoth,1,female,"['bug', 'poison']","['tail-glow', 'sludge-bomb']",tinted-lens,serious,70,"[70, 65, 60, 75, 90, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/49.png,False,False,generation-i,"{'recebe_dano_duplo': ['psychic', 'rock', 'fire', 'ground', 'flying'], 'recebe_dano_metade': ['fairy', 'grass', 'poison', 'fighting', 'ground', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fairy', 'grass', 'dark', 'psychic'], 'causa_dano_metade': ['ghost', 'steel', 'fairy', 'poison', 'rock', 'fighting', 'fire', 'ground', 'flying'], 'causa_dano_zero': ['steel']}"
50,diglett,1,male,['ground'],"['earth-power', 'sand-attack']",arena-trap,serious,10,"[10, 55, 25, 45, 35, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/50.png,False,False,generation-i,"{'recebe_dano_duplo': ['grass', 'water', 'ice'], 'recebe_dano_metade': ['rock', 'poison'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'fire', 'electric'], 'causa_dano_metade': ['grass', 'bug'], 'causa_dano_zero': ['flying']}"
51,dugtrio,1,male,['ground'],"['mud-sport', 'bone-club']",sand-veil,bashful,35,"[35, 100, 50, 70, 50, 120]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/51.png,False,False,generation-i,"{'recebe_dano_duplo': ['grass', 'water', 'ice'], 'recebe_dano_metade': ['rock', 'poison'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'rock', 'poison', 'fire', 'electric'], 'causa_dano_metade': ['grass', 'bug'], 'causa_dano_zero': ['flying']}"
52,meowth,1,genderless,['normal'],"['fake-out', 'mimic']",pickup,docile,40,"[40, 45, 35, 40, 40, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/52.png,False,False,generation-i,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
53,persian,1,genderless,['normal'],"['milk-drink', 'copycat']",technician,serious,65,"[65, 70, 60, 65, 65, 115]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/53.png,False,False,generation-i,"{'recebe_dano_duplo': ['fighting'], 'recebe_dano_metade': [], 'recebe_dano_zero': ['ghost'], 'causa_dano_duplo': [], 'causa_dano_metade': ['rock', 'steel'], 'causa_dano_zero': ['ghost']}"
54,psyduck,1,male,['water'],"['waterfall', 'water-sport']",cloud-nine,hardy,50,"[50, 52, 48, 50, 65, 55]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/54.png,False,False,generation-i,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
55,golduck,1,male,['water'],"['withdraw', 'withdraw']",cloud-nine,serious,80,"[80, 82, 78, 80, 95, 85]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/55.png,False,False,generation-i,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
56,mankey,1,female,['fighting'],"['force-palm', 'counter']",anger-point,serious,40,"[40, 80, 35, 45, 35, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/56.png,False,False,generation-i,"{'recebe_dano_duplo': ['fairy', 'psychic', 'flying'], 'recebe_dano_metade': ['bug', 'rock', 'dark'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'rock', 'ice', 'normal'], 'causa_dano_metade': ['psychic', 'fairy', 'poison', 'bug', 'flying'], 'causa_dano_zero': ['ghost']}"
57,primeape,1,male,['fighting'],"['cross-chop', 'mach-punch']",anger-point,hardy,65,"[65, 105, 60, 70, 60, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/57.png,False,False,generation-i,"{'recebe_dano_duplo': ['fairy', 'psychic', 'flying'], 'recebe_dano_metade': ['bug', 'rock', 'dark'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'rock', 'ice', 'normal'], 'causa_dano_metade': ['psychic', 'fairy', 'poison', 'bug', 'flying'], 'causa_dano_zero': ['ghost']}"
58,growlithe,1,female,['fire'],"['fire-spin', 'fire-spin']",intimidate,hardy,55,"[55, 70, 45, 50, 70, 60]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/58.png,False,False,generation-i,"{'recebe_dano_duplo': ['ground', 'water', 'rock'], 'recebe_dano_metade': ['steel', 'fairy', 'grass', 'ice', 'fire', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['grass', 'bug', 'steel', 'ice'], 'causa_dano_metade': ['fire', 'water', 'rock', 'dragon'], 'causa_dano_zero': []}"
59,arcanine,1,female,['fire'],"['flare-blitz', 'ember']",flash-fire,quirky,90,"[90, 110, 80, 80, 100, 95]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/59.png,False,False,generation-i,"{'recebe_dano_duplo': ['ground', 'water', 'rock'], 'recebe_dano_metade': ['steel', 'fairy', 'grass', 'ice', 'fire', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['grass', 'bug', 'steel', 'ice'], 'causa_dano_metade': ['fire', 'water', 'rock', 'dragon'], 'causa_dano_zero': []}"
60,poliwag,1,female,['water'],"['water-spout', 'dive']",swift-swim,bashful,40,"[40, 50, 40, 40, 40, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/60.png,False,False,generation-i,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
61,poliwhirl,1,female,['water'],"['dive', 'bubble-beam']",damp,docile,65,"[65, 65, 65, 50, 50, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/61.png,False,False,generation-i,"{'recebe_dano_duplo': ['grass', 'electric'], 'recebe_dano_metade': ['fire', 'water', 'steel', 'ice'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fire', 'ground', 'rock'], 'causa_dano_metade': ['grass', 'water', 'dragon'], 'causa_dano_zero': []}"
62,poliwrath,1,male,"['water', 'fighting']","['vital-throw', 'muddy-water']",swift-swim,docile,90,"[90, 95, 95, 90, 70, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/62.png,False,False,generation-i,"{'recebe_dano_duplo': ['psychic', 'fairy', 'grass', 'flying', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'dark', 'rock', 'ice', 'fire', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'rock', 'ice', 'fire', 'ground', 'normal'], 'causa_dano_metade': ['water', 'psychic', 'fairy', 'grass', 'poison', 'dragon', 'bug', 'flying'], 'causa_dano_zero': ['ghost']}"
63,abra,1,female,['psychic'],"['rest', 'gravity']",inner-focus,serious,25,"[25, 20, 15, 55, 105, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/63.png,False,False,generation-i,"{'recebe_dano_duplo': ['ghost', 'bug', 'dark'], 'recebe_dano_metade': ['fighting', 'psychic'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fighting', 'poison'], 'causa_dano_metade': ['steel', 'psychic'], 'causa_dano_zero': ['dark']}"
64,kadabra,1,female,['psychic'],"['psycho-boost', 'teleport']",magic-guard,docile,40,"[40, 35, 30, 70, 120, 105]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/64.png,False,False,generation-i,"{'recebe_dano_duplo': ['ghost', 'bug', 'dark'], 'recebe_dano_metade': ['fighting', 'psychic'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fighting', 'poison'], 'causa_dano_metade': ['steel', 'psychic'], 'causa_dano_zero': ['dark']}"
65,alakazam,1,genderless,['psychic'],"['amnesia', 'imprison']",synchronize,quirky,55,"[55, 50, 45, 95, 135, 120]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/65.png,False,False,generation-i,"{'recebe_dano_duplo': ['ghost', 'bug', 'dark'], 'recebe_dano_metade': ['fighting', 'psychic'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fighting', 'poison'], 'causa_dano_metade': ['steel', 'psychic'], 'causa_dano_zero': ['dark']}"
66,machop,1,male,['fighting'],"['drain-punch', 'bulk-up']",steadfast,quirky,70,"[70, 80, 50, 35, 35, 35]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/66.png,False,False,generation-i,"{'recebe_dano_duplo': ['fairy', 'psychic', 'flying'], 'recebe_dano_metade': ['bug', 'rock', 'dark'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'rock', 'ice', 'normal'], 'causa_dano_metade': ['psychic', 'fairy', 'poison', 'bug', 'flying'], 'causa_dano_zero': ['ghost']}"
67,machoke,1,male,['fighting'],"['counter', 'aura-sphere']",no-guard,docile,80,"[80, 100, 70, 60, 50, 45]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/67.png,False,False,generation-i,"{'recebe_dano_duplo': ['fairy', 'psychic', 'flying'], 'recebe_dano_metade': ['bug', 'rock', 'dark'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'rock', 'ice', 'normal'], 'causa_dano_metade': ['psychic', 'fairy', 'poison', 'bug', 'flying'], 'causa_dano_zero': ['ghost']}"
68,machamp,1,male,['fighting'],"['detect', 'high-jump-kick']",no-guard,hardy,90,"[90, 130, 80, 85, 65, 55]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/68.png,False,False,generation-i,"{'recebe_dano_duplo': ['fairy', 'psychic', 'flying'], 'recebe_dano_metade': ['bug', 'rock', 'dark'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['steel', 'dark', 'rock', 'ice', 'normal'], 'causa_dano_metade': ['psychic', 'fairy', 'poison', 'bug', 'flying'], 'causa_dano_zero': ['ghost']}"
69,bellsprout,1,genderless,"['grass', 'poison']","['frenzy-plant', 'needle-arm']",gluttony,docile,50,"[50, 75, 35, 30, 70, 40]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/69.png,False,False,generation-i,"{'recebe_dano_duplo': ['psychic', 'poison', 'ice', 'fire', 'ground', 'bug', 'flying'], 'recebe_dano_metade': ['water', 'fairy', 'grass', 'poison', 'fighting', 'ground', 'bug', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'fairy', 'grass', 'rock', 'ground'], 'causa_dano_metade': ['ghost', 'steel', 'grass', 'poison', 'dragon', 'rock', 'fire', 'ground', 'bug', 'flying'], 'causa_dano_zero': ['steel']}"
70,weepinbell,1,male,"['grass', 'poison']","['acid-armor', 'magical-leaf']",chlorophyll,bashful,65,"[65, 90, 50, 45, 85, 55]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/70.png,False,False,generation-i,"{'recebe_dano_duplo': ['psychic', 'poison', 'ice', 'fire', 'ground', 'bug', 'flying'], 'recebe_dano_metade': ['water', 'fairy', 'grass', 'poison', 'fighting', 'ground', 'bug', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'fairy', 'grass', 'rock', 'ground'], 'causa_dano_metade': ['ghost', 'steel', 'grass', 'poison', 'dragon', 'rock', 'fire', 'ground', 'bug', 'flying'], 'causa_dano_zero': ['steel']}"
71,victreebel,1,genderless,"['grass', 'poison']","['wood-hammer', 'cotton-spore']",gluttony,serious,80,"[80, 105, 65, 70, 100, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/71.png,False,False,generation-i,"{'recebe_dano_duplo': ['psychic', 'poison', 'ice', 'fire', 'ground', 'bug', 'flying'], 'recebe_dano_metade': ['water', 'fairy', 'grass', 'poison', 'fighting', 'ground', 'bug', 'electric'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['water', 'fairy', 'grass', 'rock', 'ground'], 'causa_dano_metade': ['ghost', 'steel', 'grass', 'poison', 'dragon', 'rock', 'fire', 'ground', 'bug', 'flying'], 'causa_dano_zero': ['steel']}"
72,tentacool,1,female,"['water', 'poison']","['waterfall', 'cross-poison']",clear-body,serious,40,"[40, 40, 35, 100, 50, 70]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/72.png,False,False,generation-i,"{'recebe_dano_duplo': ['grass', 'psychic', 'ground', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'fairy', 'grass', 'poison', 'fighting', 'ice', 'fire', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fairy', 'grass', 'rock', 'fire', 'ground'], 'causa_dano_metade': ['ghost', 'water', 'grass', 'poison', 'dragon', 'rock', 'ground'], 'causa_dano_zero': ['steel']}"
73,tentacruel,1,male,"['water', 'poison']","['withdraw', 'cross-poison']",rain-dish,bashful,80,"[80, 70, 65, 120, 80, 100]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/73.png,False,False,generation-i,"{'recebe_dano_duplo': ['grass', 'psychic', 'ground', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'fairy', 'grass', 'poison', 'fighting', 'ice', 'fire', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['fairy', 'grass', 'rock', 'fire', 'ground'], 'causa_dano_metade': ['ghost', 'water', 'grass', 'poison', 'dragon', 'rock', 'ground'], 'causa_dano_zero': ['steel']}"
74,geodude,1,male,"['rock', 'ground']","['head-smash', 'bonemerang']",sand-veil,docile,40,"[40, 80, 100, 30, 30, 20]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/74.png,False,False,generation-i,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'fighting', 'ice', 'ground'], 'recebe_dano_metade': ['rock', 'poison', 'fire', 'flying', 'normal'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'poison', 'rock', 'ice', 'fire', 'bug', 'flying', 'electric'], 'causa_dano_metade': ['steel', 'grass', 'fighting', 'ground', 'bug'], 'causa_dano_zero': ['flying']}"
75,graveler,1,female,"['rock', 'ground']","['sandstorm', 'dig']",rock-head,bashful,55,"[55, 95, 115, 45, 45, 35]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/75.png,False,False,generation-i,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'fighting', 'ice', 'ground'], 'recebe_dano_metade': ['rock', 'poison', 'fire', 'flying', 'normal'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'poison', 'rock', 'ice', 'fire', 'bug', 'flying', 'electric'], 'causa_dano_metade': ['steel', 'grass', 'fighting', 'ground', 'bug'], 'causa_dano_zero': ['flying']}"
76,golem,1,female,"['rock', 'ground']","['rock-wrecker', 'earthquake']",rock-head,bashful,80,"[80, 120, 130, 65, 55, 45]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/76.png,False,False,generation-i,"{'recebe_dano_duplo': ['water', 'steel', 'grass', 'fighting', 'ice', 'ground'], 'recebe_dano_metade': ['rock', 'poison', 'fire', 'flying', 'normal'], 'recebe_dano_zero': ['electric'], 'causa_dano_duplo': ['steel', 'poison', 'rock', 'ice', 'fire', 'bug', 'flying', 'electric'], 'causa_dano_metade': ['steel', 'grass', 'fighting', 'ground', 'bug'], 'causa_dano_zero': ['flying']}"
77,ponyta,1,genderless,['fire'],"['fire-fang', 'fire-spin']",flash-fire,docile,50,"[50, 85, 55, 65, 65, 90]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/77.png,False,False,generation-i,"{'recebe_dano_duplo': ['ground', 'water', 'rock'], 'recebe_dano_metade': ['steel', 'fairy', 'grass', 'ice', 'fire', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['grass', 'bug', 'steel', 'ice'], 'causa_dano_metade': ['fire', 'water', 'rock', 'dragon'], 'causa_dano_zero': []}"
78,rapidash,1,female,['fire'],"['overheat', 'lava-plume']",flame-body,serious,65,"[65, 100, 70, 80, 80, 105]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/78.png,False,False,generation-i,"{'recebe_dano_duplo': ['ground', 'water', 'rock'], 'recebe_dano_metade': ['steel', 'fairy', 'grass', 'ice', 'fire', 'bug'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['grass', 'bug', 'steel', 'ice'], 'causa_dano_metade': ['fire', 'water', 'rock', 'dragon'], 'causa_dano_zero': []}"
79,slowpoke,1,female,"['water', 'psychic']","['hypnosis', 'trick-room']",oblivious,serious,90,"[90, 65, 65, 40, 40, 15]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/79.png,False,False,generation-i,"{'recebe_dano_duplo': ['ghost', 'dark', 'grass', 'bug', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'psychic', 'fighting', 'ice', 'fire'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['rock', 'poison', 'fighting', 'fire', 'ground'], 'causa_dano_metade': ['water', 'steel', 'psychic', 'grass', 'dragon'], 'causa_dano_zero': ['dark']}"
80,slowbro,1,genderless,"['water', 'psychic']","['meditate', 'psybeam']",oblivious,serious,95,"[95, 75, 110, 80, 100, 30]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/80.png,False,False,generation-i,"{'recebe_dano_duplo': ['ghost', 'dark', 'grass', 'bug', 'electric'], 'recebe_dano_metade': ['water', 'steel', 'psychic', 'fighting', 'ice', 'fire'], 'recebe_dano_zero': [], 'causa_dano_duplo': ['rock', 'poison', 'fighting', 'fire', 'ground'], 'causa_dano_metade': ['water', 'steel', 'psychic', 'grass', 'dragon'], 'causa_dano_zero': ['dark']}"
81,magnemite,1,male,"['electric', 'steel']","['thunder-punch', 'thunder-wave']",magnet-pull,hardy,25,"[25, 35, 70, 55, 95, 45]",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/81.png,False,False,generation-i,"{'recebe_dano_duplo': ['fire', 'ground', 'fighting'], 'recebe_dano_metade': ['steel', 'psychic', 'fairy', 'grass', 'rock', 'dragon', 'electric', 'ice', 'bug', 'flying', 'normal'], 'recebe_dano_zero': ['poison'], 'causa_dano_duplo': ['water', 'fairy', 'rock', 'ice', 'flying'], 'causa_dano_metade': ['water', 'steel', 'grass', 'dragon', 'fire', 'electric'], 'causa_dano_zero': ['ground']}"
